"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Public","010192001752","Minor High Sch","AL","01",35005,33.57640900,-86.92763300,1045,10.9091,86.4115,1.9139,0.1914,0.0957,0.4785
"Public","010195000756","Sulligent Sch","AL","01",35586,33.89826500,-88.12976200,807,84.3866,13.7546,1.1152,0.0000,0.0000,0.7435
"Public","010195001511","Lamar Co High-Intermediate","AL","01",35592,33.75073600,-88.12571700,678,83.4808,12.9794,2.9499,0.1475,0.0000,0.4425
"Public","010195001720","South Lamar Sch","AL","01",35576,33.56212400,-88.03736500,533,83.6773,12.9456,0.1876,0.0000,0.0000,3.1895
"Public","010198000759","Lanett Senior High Sch","AL","01",36363,32.85676000,-85.19701400,246,9.3496,89.0244,0.8130,0.0000,0.0000,0.8130
"Public","010201000764","Brooks High Sch","AL","01",35645,34.85764700,-87.49388900,760,93.0263,2.7632,2.5000,1.1842,0.1316,0.3947
"Public","010201000765","Central High Sch","AL","01",35633,34.89733000,-87.79983100,1377,89.5425,5.2288,3.0501,0.0000,0.2905,1.8882
"Public","010201000767","Lauderdale Co High Sch","AL","01",35652,34.82819800,-87.29086200,1166,91.7667,4.0309,0.9434,0.9434,0.6003,1.7153
"Public","010201000770","Lexington Sch","AL","01",35648,34.96738800,-87.37297400,939,98.7220,0.0000,0.3195,0.1065,0.4260,0.4260
"Public","010201000772","Rogers High Sch","AL","01",35634,34.96238500,-87.52205900,1213,97.9390,0.3298,0.9893,0.0824,0.0000,0.6595
"Public","010201000774","Waterloo High Sch","AL","01",35677,34.91827300,-88.06393200,334,94.9102,1.4970,1.4970,0.0000,0.5988,1.4970
"Public","010201000775","Wilson High Sch","AL","01",35634,34.92706300,-87.67028800,1280,97.3438,0.6250,1.0938,0.3906,0.2344,0.3125
"Public","010204000776","R A Hubbard High Sch","AL","01",35618,34.68146800,-87.30955000,189,18.5185,71.9577,3.1746,0.5291,4.2328,1.5873
"Public","010204000780","Hatton High Sch","AL","01",35672,34.56100200,-87.41492300,425,72.4706,1.6471,1.6471,0.4706,22.1176,1.6471
"Public","010204000783","Lawrence Co High Sch","AL","01",35650,34.47561700,-87.29844300,636,81.1321,4.8742,1.7296,0.6289,11.1635,0.4717
"Public","010204001546","East Lawrence High Sch","AL","01",35673,34.56667000,-87.17364400,371,79.5148,14.2857,2.6954,0.0000,3.2345,0.2695
"Public","010207000790","Beauregard High Sch","AL","01",36804,32.54708200,-85.36948700,695,72.8058,24.1727,1.1511,0.4317,0.5755,0.8633
"Public","010207000791","Beulah High Sch","AL","01",36854,32.71071700,-85.18824200,598,79.5987,18.3946,1.1706,0.3344,0.3344,0.1672
"Public","010207000792","Loachapoka High Sch","AL","01",36865,32.58905600,-85.57949900,233,6.4378,84.5494,8.5837,0.0000,0.0000,0.4292
"Public","010210000797","Ardmore High Sch","AL","01",35739,34.98787300,-86.84761600,973,94.3474,0.9250,2.2610,1.3361,0.7194,0.4111
"Public","010210000799","Clements High Sch","AL","01",35611,34.80195800,-87.18379000,590,85.4237,6.4407,5.9322,0.6780,0.8475,0.6780
"Public","010210000800","East Limestone High Sch","AL","01",35613,34.78298300,-86.83343500,1247,78.4282,16.5196,3.2077,0.4812,0.4812,0.8821
"Public","010210000808","Tanner High Sch","AL","01",35671,34.73287100,-86.97408000,863,38.7022,26.9988,29.4322,0.3476,0.1159,4.4032
"Public","010210000810","West Limestone High Sch","AL","01",35647,34.93990700,-87.12346500,1068,88.1086,2.6217,7.2097,0.3745,0.5618,1.1236
"Public","010210001549","Elkmont High Sch","AL","01",35620,34.93124600,-86.96922100,1096,88.1387,2.1898,7.1168,0.5474,0.7299,1.2774
"Public","010213000813","Linden High Sch","AL","01",36748,32.30404000,-87.78486100,176,1.1364,96.5909,1.1364,0.5682,0.0000,0.5682
"Public","010216000815","Calhoun High Sch","AL","01",36047,32.05686200,-86.55286900,263,1.1407,98.8593,0.0000,0.0000,0.0000,0.0000
"Public","010216000817","Central High Sch","AL","01",36040,32.15512200,-86.67828800,244,0.4098,99.5902,0.0000,0.0000,0.0000,0.0000
"Public","010219000824","Notasulga High Sch","AL","01",36866,32.56071800,-85.65662300,346,6.0694,90.1734,2.8902,0.0000,0.0000,0.8671
"Public","010219001811","Booker T Washington High","AL","01",36083,32.40060800,-85.73362000,584,0.1712,99.6575,0.0000,0.0000,0.0000,0.1712
"Public","010222000556","Madison Co High Sch","AL","01",35748,34.73755000,-86.43197500,480,73.9583,13.1250,1.6667,0.4167,10.2083,0.6250
"Public","010222000836","Hazel Green High Sch","AL","01",35750,34.93761300,-86.56993800,1421,73.9620,15.2709,2.4631,1.1260,5.9817,1.1963
"Public","010222000843","New Hope High Sch","AL","01",35760,34.54025400,-86.40380000,380,83.1579,4.7368,2.1053,0.2632,8.9474,0.7895
"Public","010222001683","Buckhorn High Sch","AL","01",35761,34.87030400,-86.45526900,1442,65.7420,19.9029,2.9820,1.5257,7.8363,2.0111
"Public","010225000852","Amelia L. Johnson High Sch","AL","01",36783,32.27950600,-87.63226400,194,0.0000,98.4536,1.5464,0.0000,0.0000,0.0000
"Public","010225000856","Marengo High Sch","AL","01",36736,32.05074000,-87.80225000,252,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000
"Public","010225000857","Sweet Water High Sch","AL","01",36782,32.09779400,-87.86568600,702,57.5499,40.3134,0.4274,0.2849,0.1425,1.2821
"Public","010231000862","Brilliant High Sch","AL","01",35548,34.01960200,-87.76342700,123,98.3740,0.8130,0.0000,0.0000,0.0000,0.8130
"Public","010231000863","Marion Co High Sch","AL","01",35563,33.97368700,-87.91507500,256,83.2031,10.9375,1.5625,0.7813,0.0000,3.5156
"Public","010231000866","Hackleburg Sch","AL","01",35564,34.28119000,-87.83259600,209,97.6077,0.4785,1.4354,0.0000,0.0000,0.4785
"Public","010231000868","Hamilton High Sch","AL","01",35570,34.13882400,-87.99127800,490,86.7347,6.3265,4.6939,0.8163,0.2041,1.2245
"Public","010231000869","Phillips High Sch","AL","01",35543,34.27932900,-87.69736100,221,99.0950,0.0000,0.0000,0.0000,0.4525,0.4525
"Public","010235000891","Midfield High Sch","AL","01",35228,33.45074200,-86.91591300,358,1.3966,98.3240,0.2793,0.0000,0.0000,0.0000
"Public","010237000898","Ben C Rain High Sch","AL","01",36605,30.60717500,-88.07351400,775,1.9355,95.6129,1.2903,0.1290,0.0000,1.0323
"Public","010237000899","Baker High Sch","AL","01",36608,30.66949700,-88.25168800,2673,60.3442,31.3880,3.4792,2.6188,0.5612,1.6087
"Public","010237000900","Mattie T Blount High Sch","AL","01",36613,30.80458000,-88.24929100,967,1.4478,97.8283,0.3102,0.0000,0.1034,0.3102
"Public","010237000906","Citronelle High Sch","AL","01",36522,31.09336400,-88.23587400,816,55.6373,23.2843,1.1029,0.1225,18.5049,1.3480
"Public","010237000912","WP Davidson High Sch","AL","01",36609,30.66280400,-88.14651800,1523,27.3802,58.5030,5.4498,6.4347,0.1313,2.1011
"Public","010237000934","Mary G Montgomery High Sch","AL","01",36575,30.78027700,-88.27849000,2139,79.8036,14.7733,2.4778,0.9818,0.9350,1.0285
"Public","010237000942","Murphy High Sch","AL","01",36606,30.68279500,-88.08667800,2252,19.9822,73.8011,2.3535,1.8206,0.1776,1.8650
"Public","010237000962","John L Leflore Preparatory Acad","AL","01",36617,30.71420900,-88.08652600,923,0.1083,99.0249,0.1083,0.0000,0.0000,0.7584
"Public","010237000964","CF Vigor High Sch","AL","01",36610,30.74323300,-88.08069200,758,2.5066,96.7018,0.1319,0.1319,0.0000,0.5277
"Public","010237000969","Lillie B Williamson High Sch","AL","01",36605,30.66984000,-88.07395400,596,0.6711,98.3221,0.3356,0.0000,0.3356,0.3356
"Public","010237000989","Alma Bryant High Sch","AL","01",36544,30.44207400,-88.28022600,1741,75.8185,11.4877,3.1591,7.1223,0.6318,1.7806
"Public","010237001688","Theodore High Sch","AL","01",36582,30.54460500,-88.18569800,1652,67.4939,23.8499,3.3898,2.5424,0.8475,1.8765
"Public","010240000973","Monroe Co High Sch","AL","01",36460,31.48396700,-87.33386900,509,16.1100,83.3006,0.0000,0.1965,0.0000,0.3929
"Public","010240000975","Excel High Sch","AL","01",36439,31.43165400,-87.34062300,1093,74.4739,21.5919,1.2809,0.2745,0.6404,1.7383
"Public","010240000979","J F Shields High Sch","AL","01",36425,31.73312900,-87.19675100,270,0.3704,99.2593,0.0000,0.0000,0.0000,0.3704
"Public","010240000980","J U Blacksher Sch","AL","01",36480,31.30239000,-87.50213200,673,77.7117,13.6701,0.5944,0.0000,6.8351,1.1887
"Public","010243000504","Booker T Washington Magnet High Sch","AL","01",36104,32.36923400,-86.29949700,497,25.1509,62.3742,3.0181,7.6459,0.0000,1.8109
"Public","010243001015","Carver Senior High Sch","AL","01",36108,32.35060200,-86.32571300,1321,1.6654,95.5337,2.3467,0.1514,0.0757,0.2271
"Public","010243001024","Jefferson Davis High Sch","AL","01",36111,32.34321400,-86.26258300,2013,1.7387,92.0020,4.9180,0.7452,0.1490,0.4471
"Public","010243001035","Lee High Sch","AL","01",36107,32.37791500,-86.27151300,1566,8.1098,82.6309,6.8327,1.0217,0.2554,1.1494
"Public","010243001036","Lanier Senior High Sch","AL","01",36104,32.35581700,-86.31010200,848,0.3538,99.0566,0.3538,0.0000,0.0000,0.2358
"Public","010243001417","Loveless Academic Magnet Prog High Sch","AL","01",36108,32.36576600,-86.32320400,488,43.6475,27.0492,0.8197,24.5902,0.0000,3.8934
"Public","010243001457","Brewbaker Tech Magnet High Sch","AL","01",36116,32.31979400,-86.21995500,568,30.2817,59.6831,1.2324,6.1620,0.0000,2.6408
"Public","010248001042","Danville High Sch","AL","01",35619,34.41683200,-87.09347000,431,92.1114,2.0882,3.0162,0.0000,2.7842,0.0000
"Public","010248001044","Falkville High Sch","AL","01",35622,34.36632600,-86.91232300,427,95.3162,0.9368,2.3419,0.2342,0.2342,0.9368
"Public","010248001048","Priceville High Sch","AL","01",35603,34.52736400,-86.89781300,443,95.9368,1.8059,1.1287,0.6772,0.4515,0.0000
"Public","010248001052","West Morgan High Sch","AL","01",35673,34.58533300,-87.07948800,375,69.0667,7.2000,22.9333,0.2667,0.5333,0.0000
"Public","010248001696","Albert P Brewer High Sch","AL","01",35670,34.41333400,-86.70504400,940,92.4468,2.2340,3.2979,0.0000,1.0638,0.9574
"Public","010252001062","Muscle Shoals High Sch","AL","01",35661,34.74304500,-87.64694900,896,76.4509,18.1920,3.0134,2.1205,0.1116,0.1116
"Public","010255001064","Oneonta High Sch","AL","01",35121,33.93326200,-86.49593000,421,76.2470,3.8005,18.7648,0.7126,0.0000,0.4751
"Public","010258001070","Opelika High Sch","AL","01",36801,32.66814900,-85.36943800,1255,31.7131,60.9562,4.7809,1.8327,0.0797,0.6375
"Public","010261001073","Opp High Sch","AL","01",36467,31.28858400,-86.23946200,365,74.5205,22.7397,0.8219,0.8219,0.0000,1.0959
"Public","010263501075","Oxford High Sch","AL","01",36203,33.58294600,-85.93474800,1238,65.2666,25.3635,6.3813,1.0501,0.0808,1.8578
"Public","010264001080","Carroll High Sch","AL","01",36360,31.46062600,-85.62512400,700,49.1429,47.0000,1.4286,0.5714,0.4286,1.4286
"Public","010265001573","Pell City High Sch","AL","01",35125,33.58387500,-86.29440300,1167,82.7763,13.9674,1.9709,0.5998,0.0857,0.5998
"Public","010267001577","Robert C Hatch High Sch","AL","01",36786,32.44441700,-87.51599500,370,0.0000,99.1892,0.2703,0.0000,0.0000,0.5405
"Public","010267001735","Marion High Sch","AL","01",36756,32.63148800,-87.33497300,381,1.0499,98.1627,0.2625,0.0000,0.0000,0.5249
"Public","010273001098","Aliceville High Sch","AL","01",35442,33.12353000,-88.14829700,298,0.6711,98.9933,0.0000,0.0000,0.0000,0.3356
"Public","010273001102","Pickens Co High Sch","AL","01",35481,33.37570300,-88.01514900,287,30.6620,67.9443,0.0000,0.3484,0.0000,1.0453
"Public","010273001104","Gordo High Sch","AL","01",35466,33.32414800,-87.90671500,505,66.5347,29.9010,1.9802,1.1881,0.0000,0.3960
"Public","010276001108","Piedmont High Sch","AL","01",36272,33.92897300,-85.62257300,350,80.0000,15.4286,2.5714,0.5714,0.5714,0.8571
"Public","010279001112","Pike Co High Sch","AL","01",36010,31.71121900,-85.81792500,468,34.6154,60.2564,2.3504,0.0000,1.2821,1.4957
"Public","010279001114","Goshen High Sch","AL","01",36035,31.72359600,-86.12370700,468,57.4786,39.7436,0.6410,0.0000,0.4274,1.7094
"Public","010282001119","Randolph Co High Sch","AL","01",36278,33.31102100,-85.49000800,441,68.0272,22.2222,8.6168,0.4535,0.2268,0.4535
"Public","010282001123","Wadley High Sch","AL","01",36276,33.12354100,-85.57609700,399,76.1905,16.7920,4.5113,0.2506,0.0000,2.2556
"Public","010282001125","Woodland High Sch","AL","01",36280,33.37419000,-85.39357500,757,88.1110,5.5482,4.6235,0.1321,0.0000,1.5852
"Public","010285001126","Handley High Sch","AL","01",36274,33.14952400,-85.37205100,450,57.3333,40.6667,0.6667,0.6667,0.2222,0.4444
"Public","010288001802","Russell Co High Sch","AL","01",36875,32.33355000,-85.14994100,1104,46.6486,43.9312,3.5326,1.0870,0.0906,4.7101
"Public","010291001142","Russellville High Sch","AL","01",35653,34.52494900,-87.73934900,702,56.6952,7.5499,34.3305,0.4274,0.1425,0.8547
"Public","010294001147","Scottsboro High Sch","AL","01",35768,34.67275800,-86.00271100,784,85.0765,8.0357,5.1020,1.4031,0.1276,0.2551
"Public","010297001160","Selma High Sch","AL","01",36701,32.42833900,-87.02163800,908,0.3304,99.1189,0.0000,0.3304,0.0000,0.2203
"Public","010300001164","Sheffield High Sch","AL","01",35660,34.76932200,-87.69029800,314,52.8662,43.3121,1.5924,0.0000,0.0000,2.2293
"Public","010303001170","Calera High Sch","AL","01",35040,33.09306500,-86.76825000,680,56.3235,37.9412,3.8235,1.0294,0.0000,0.8824
"Public","010303001171","Chelsea High Sch","AL","01",35043,33.33447100,-86.68448600,1176,83.7585,10.7143,2.9762,1.1054,0.4252,1.0204
"Public","010303001174","Shelby Co High Sch","AL","01",35051,33.17934200,-86.60005300,643,83.5148,11.0420,4.0435,0.1555,0.1555,1.0886
"Public","010303001177","Montevallo High Sch","AL","01",35115,33.10392800,-86.86038900,384,59.3750,23.4375,14.3229,0.7813,0.0000,2.0833
"Public","010303001187","Vincent Middle High Sch","AL","01",35178,33.38217700,-86.41426000,485,74.4330,21.6495,2.0619,0.0000,0.2062,1.6495
"Public","010303001189","Oak Mt High Sch","AL","01",35242,33.36652100,-86.73422600,1631,82.8326,8.5837,3.9240,3.9853,0.0000,0.6744
"Public","010306201362","Ashville High Sch","AL","01",35953,33.81812400,-86.26540300,430,80.6977,10.0000,7.2093,0.4651,0.0000,1.6279
"Public","010306201367","Saint Clair Co High Sch","AL","01",35120,33.70474000,-86.37665100,581,79.0017,16.8675,1.3769,1.2048,0.3442,1.2048
"Public","010306201376","Ragland High Sch","AL","01",35131,33.74181300,-86.15179900,522,86.5900,10.7280,0.1916,0.0000,0.0000,2.4904
"Public","010306201377","Springville High Sch","AL","01",35146,33.77872500,-86.46904800,675,90.2222,7.1111,1.3333,0.0000,0.2963,1.0370
"Public","010306201591","Moody High Sch","AL","01",35004,33.61108400,-86.45987700,660,82.7273,11.0606,3.1818,1.0606,0.1515,1.8182
"Public","010312001200","Sylacauga High Sch","AL","01",35150,33.17676800,-86.25136300,710,61.2676,35.9155,1.4085,0.4225,0.1408,0.8451
"Public","010315001207","Talladega High Sch","AL","01",35160,33.42487900,-86.07816600,583,32.4185,66.2093,1.2007,0.1715,0.0000,0.0000
"Public","010318001210","BB Comer Memorial High Sch","AL","01",35150,33.17904000,-86.25785300,494,69.8381,27.7328,1.4170,0.2024,0.0000,0.8097
"Public","010318001213","Childersburg High Sch","AL","01",35044,33.26091800,-86.34698400,493,39.1481,58.4178,1.0142,0.2028,0.0000,1.2170
"Public","010318001214","Lincoln High Sch","AL","01",35096,33.63451200,-86.10216700,517,64.4101,32.3017,1.5474,0.3868,0.0000,1.3540
"Public","010318001215","Talladega Co Central High","AL","01",35160,33.49147300,-86.16024200,244,7.3770,89.3443,0.0000,0.4098,0.0000,2.8689
"Public","010318001216","Fayetteville High Sch","AL","01",35151,33.14619800,-86.40952600,676,94.6746,3.9941,0.1479,0.0000,0.0000,1.1834
"Public","010318001220","Munford High Sch","AL","01",36268,33.52486600,-85.94834400,516,71.7054,25.0000,1.5504,0.0000,0.3876,1.3566
"Public","010318001226","Winterboro High Sch","AL","01",35014,33.32073200,-86.19646300,320,47.5000,50.9375,0.6250,0.0000,0.0000,0.9375
"Public","010321000038","Horseshoe Bend High Sch","AL","01",36256,33.01705400,-85.80533300,778,91.5167,4.4987,2.4422,0.0000,0.2571,1.2853
"Public","010321001229","Dadeville High Sch","AL","01",36853,32.82962800,-85.75452200,441,47.8458,50.1134,1.1338,0.0000,0.2268,0.6803
"Public","010321001234","Reeltown High Sch","AL","01",36866,32.60273600,-85.80495400,808,69.1832,27.2277,1.8564,0.2475,0.1238,1.3614
"Public","010324001238","Tallassee High Sch","AL","01",36078,32.53703400,-85.89731500,554,72.3827,25.2708,0.5415,1.4440,0.0000,0.3610
"Public","010327001240","Tarrant High Sch","AL","01",35217,33.60857200,-86.76902200,500,8.0000,75.4000,15.6000,0.4000,0.0000,0.6000
"Public","010330001248","Thomasville High Sch","AL","01",36784,31.88607100,-87.73764600,484,54.3388,43.8017,0.2066,1.4463,0.0000,0.2066
"Public","010333001602","Charles Henderson High Sch","AL","01",36081,31.80209300,-85.94797100,601,36.4393,59.4010,1.6639,1.9967,0.0000,0.4992
"Public","010336001608","Central High Sch","AL","01",35401,33.19817800,-87.54908900,690,1.0145,98.2609,0.5797,0.0000,0.0000,0.1449
"Public","010336002101","Paul W Bryant High","AL","01",35453,33.15755200,-87.45295500,872,11.9266,82.5688,4.5872,0.5734,0.0000,0.3440
"Public","010336002102","Northridge High Sch","AL","01",35406,33.24433800,-87.52745800,1270,36.3780,58.0315,2.6772,2.5197,0.1575,0.2362
"Public","010339000052","Hillcrest High Sch","AL","01",35405,33.12995300,-87.53779400,1312,51.9817,43.5213,2.1341,1.4482,0.2287,0.6860
"Public","010339001274","Brookwood High Sch","AL","01",35444,33.25638000,-87.30391100,982,87.5764,9.9796,1.1202,0.3055,0.5092,0.5092
"Public","010339001282","Holt High Sch","AL","01",35404,33.23595400,-87.48750400,406,40.8867,52.4631,5.6650,0.2463,0.2463,0.4926
"Public","010339001287","Northside High Sch","AL","01",35475,33.47019500,-87.63309000,457,94.3107,3.0635,1.0941,0.6565,0.2188,0.6565
"Public","010339001291","Tuscaloosa Co High Sch","AL","01",35475,33.30780400,-87.60842800,1491,55.7344,36.4185,6.3716,0.8048,0.1341,0.5366
"Public","010339002153","Sipsey Valley High Sch","AL","01",35446,33.19386700,-87.72839500,521,75.2399,19.5777,4.0307,0.1919,0.0000,0.9597
"Public","010342001297","Deshler High Sch","AL","01",35674,34.73898200,-87.70154400,482,72.6141,25.3112,1.0373,0.4149,0.0000,0.6224
"Public","010343001304","Vestavia Hills High Sch","AL","01",35216,33.41918400,-86.78088100,1908,84.1719,7.3899,2.4109,4.9790,0.1572,0.8910
"Public","010345000135","Carbon Hill High Sch","AL","01",35549,33.90365900,-87.50535000,394,94.6701,3.2995,0.7614,0.0000,0.2538,1.0152
"Public","010345001308","Cordova High Sch","AL","01",35550,33.75998700,-87.18593300,536,88.8060,8.7687,1.4925,0.0000,0.0000,0.9328
"Public","010345001310","Curry High Sch","AL","01",35503,33.95659900,-87.21593400,531,98.6817,0.0000,0.7533,0.0000,0.1883,0.3766
"Public","010345001311","Dora High Sch","AL","01",35062,33.74965200,-87.06198900,511,84.5401,13.5029,0.9785,0.3914,0.0000,0.5871
"Public","010345001320","Oakman High Sch","AL","01",35579,33.72243200,-87.38329000,401,93.7656,3.9900,0.0000,0.0000,0.0000,2.2444
"Public","010348001335","Washington Co High Sch","AL","01",36518,31.46182000,-88.25136200,561,71.1230,20.3209,0.5348,0.0000,7.6649,0.3565
"Public","010348001336","Fruitdale High Sch","AL","01",36539,31.34311600,-88.40791600,419,77.5656,16.7064,0.9547,0.0000,3.8186,0.9547
"Public","010348001337","Leroy High Sch","AL","01",36548,31.50227800,-87.97058900,708,60.0282,26.4124,0.4237,0.0000,12.7119,0.4237
"Public","010348001338","McIntosh High Sch","AL","01",36553,31.28214300,-88.03301400,215,6.9767,77.6744,0.0000,0.9302,13.0233,1.3953
